DateTime,Open,High,Low,Close,Volume
2004-01-02 15:58:00,110.95,110.98,110.93,110.96,82300.0
2004-01-05 15:58:00,112.41,112.41,112.35,112.37,110800.0
2004-01-06 15:58:00,112.61,112.62,112.58,112.61,211500.0
2004-01-07 15:58:00,112.85,112.86,112.82,112.86,135900.0
2004-01-08 15:58:00,113.35,113.35,113.32,113.35,59300.0
2004-01-09 15:58:00,112.58,112.62,112.53,112.56,213200.0
2004-01-12 15:58:00,113.09,113.1,113.06,113.1,250500.0
2004-01-13 15:58:00,112.37,112.43,112.34,112.4,78100.0
2004-01-14 15:58:00,113.3,113.34,113.29,113.34,260900.0
2004-01-15 15:58:00,113.52,113.57,113.5,113.55,75000.0
2004-01-16 15:58:00,114.21,114.23,114.16,114.2,78000.0
2004-01-20 15:58:00,114.21,114.25,114.19,114.23,228900.0
2004-01-21 15:58:00,115.03,115.09,115.03,115.07,55300.0
2004-01-22 15:58:00,114.72,114.77,114.7,114.73,146100.0
2004-01-23 15:58:00,114.42,114.44,114.39,114.4,218200.0
2004-01-26 15:58:00,115.8,115.83,115.79,115.79,147400.0
2004-01-27 15:58:00,114.8,114.8,114.73,114.75,99700.0
2004-01-28 15:58:00,113.17,113.2,113.13,113.17,119000.0
2004-01-29 15:58:00,113.72,113.78,113.7,113.71,686600.0
2004-01-30 15:58:00,113.47,113.52,113.42,113.43,142400.0
2004-02-02 15:58:00,113.8,113.85,113.77,113.79,104700.0
2004-02-03 15:58:00,113.92,113.94,113.88,113.92,167500.0
2004-02-04 15:58:00,113.1,113.12,113.05,113.07,153300.0
2004-02-05 15:58:00,113.3,113.32,113.27,113.28,72200.0
2004-02-06 15:58:00,114.6,114.66,114.59,114.66,189200.0
2004-02-09 15:58:00,114.34,114.37,114.32,114.34,85900.0
2004-02-10 15:58:00,114.93,114.95,114.92,114.93,190300.0
2004-02-11 15:58:00,116.1,116.19,116.1,116.16,96100.0
2004-02-12 15:58:00,115.68,115.7,115.67,115.7,261600.0
2004-02-13 15:58:00,115.11,115.13,115.08,115.1,132100.0
2004-02-17 15:58:00,116.15,116.16,116.11,116.14,74300.0
2004-02-18 15:58:00,115.69,115.7,115.65,115.69,66300.0
2004-02-19 15:58:00,115.13,115.22,115.13,115.13,216500.0
2004-02-20 15:58:00,114.95,115.0,114.95,114.99,110300.0
2004-02-23 15:58:00,114.56,114.57,114.5,114.5,304200.0
2004-02-24 15:58:00,114.45,114.47,114.42,114.46,111000.0
2004-02-25 15:58:00,114.94,114.95,114.9,114.9,57300.0
2004-02-26 15:58:00,115.09,115.09,115.05,115.08,125200.0
2004-02-27 15:58:00,115.03,115.06,115.02,115.06,276400.0
2004-03-01 15:58:00,116.1,116.15,116.1,116.12,281700.0
2004-03-02 15:58:00,115.53,115.54,115.5,115.5,106300.0
2004-03-03 15:58:00,115.69,115.71,115.6,115.69,101800.0
2004-03-04 15:58:00,116.05,116.07,116.01,116.05,60100.0
2004-03-05 15:58:00,116.3,116.36,116.29,116.31,293000.0
2004-03-08 15:58:00,115.28,115.32,115.26,115.29,188300.0
2004-03-09 15:58:00,114.68,114.69,114.64,114.64,49900.0
2004-03-10 15:58:00,113.03,113.06,112.97,113.0,161200.0
2004-03-11 15:58:00,111.18,111.24,111.15,111.22,307600.0
2004-03-12 15:58:00,112.64,112.68,112.62,112.65,285600.0
2004-03-15 15:58:00,111.05,111.08,111.02,111.04,295200.0
2004-03-16 15:58:00,111.77,111.79,111.72,111.75,94700.0
2004-03-17 15:58:00,113.01,113.03,112.99,113.02,292500.0
2004-03-18 15:58:00,112.9,112.91,112.87,112.9,170000.0
2004-03-19 15:58:00,111.3,111.32,111.26,111.27,739000.0
2004-03-22 15:58:00,109.81,109.82,109.74,109.79,153300.0
2004-03-23 15:58:00,109.69,109.72,109.63,109.67,95500.0
2004-03-24 15:58:00,109.47,109.48,109.38,109.43,600600.0
2004-03-25 15:58:00,111.09,111.12,111.06,111.09,197300.0
2004-03-26 15:58:00,111.12,111.18,111.1,111.139,222800.0
2004-03-29 15:58:00,112.46,112.5,112.43,112.45,295100.0
2004-03-30 15:58:00,112.95,112.96,112.89,112.96,173400.0
2004-03-31 15:58:00,112.84,112.88,112.82,112.85,336500.0
2004-04-01 15:58:00,113.49,113.5,113.44,113.5,302800.0
2004-04-02 15:58:00,114.43,114.45,114.37,114.4,303200.0
2004-04-05 15:58:00,115.3,115.36,115.29,115.34,194100.0
2004-04-06 15:58:00,115.12,115.14,115.08,115.08,53000.0
2004-04-07 15:58:00,114.42,114.45,114.4,114.42,587700.0
2004-04-08 15:58:00,114.32,114.35,114.26,114.27,148700.0
2004-04-12 15:58:00,114.89,114.92,114.86,114.89,47200.0
